RptDt;TckrSymb;SctyId;SctySrc;MktIdrCd;ISIN;FrstPric;MinPric;MaxPric;TradAvrgPric;LastPric;OscnPctg;TradQty;MktDataStrmId;NtlFinVol;IntlFinVol;FinInstrmQty;BestBidPric;BestAskPric;RglrTxsQty;NtlRglrVol;IntlRglrVol;MaxTradLmt;MinTradLmt;OpnIntrst;NonRglrTxsQty;RglrTraddCtrcts;NonRglrTraddCtrcts;NtlNonRglrVol;IntlNonRglrVol;NovaColunaRodboza
25/06/2018;BRFSS375;2E+11;8;BVMF;BRBRFS3S0AL9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSS375
25/06/2018;BRFSS45;2E+11;8;BVMF;BRBRFS3S0BE2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSS45
25/06/2018;BRFSS46;2E+11;8;BVMF;BRBRFS3S0BG7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSS46
25/06/2018;BRFSS47;2E+11;8;BVMF;BRBRFS3S0BI3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSS47
25/06/2018;BRFSS49;2E+11;8;BVMF;BRBRFS3S0AY2;;;;;;;;;;;;0.01;;;;;;;;;;;;;Rodboza fodao - BRFSS49
25/06/2018;BRFSS50;2E+11;8;BVMF;BRBRFS3S0AZ9;;;;;;;;;;;;0.01;;;;;;;;;;;;;Rodboza fodao - BRFSS50
25/06/2018;BRFSS51;2E+11;8;BVMF;BRBRFS3S0B13;;;;;;;;;;;;0.26;;;;;;;;;;;;;Rodboza fodao - BRFSS51
25/06/2018;BRFSS52;2E+11;8;BVMF;BRBRFS3S0AP0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSS52
25/06/2018;BRFSS53;2E+11;8;BVMF;BRBRFS3S0AQ8;;;;;;;;;;;;2.1;;;;;;;;;;;;;Rodboza fodao - BRFSS53
25/06/2018;BRFSS54;2E+11;8;BVMF;BRBRFS3S0AS4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSS54
25/06/2018;BRFSS55;2E+11;8;BVMF;BRBRFS3S0AU0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSS55
25/06/2018;BRFSS56;2E+11;8;BVMF;BRBRFS3S0AW6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSS56
25/06/2018;BRFST135;2E+11;8;BVMF;BRBRFS3T09X8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST135
25/06/2018;BRFST16;2E+11;8;BVMF;BRBRFS3T0A20;;;;;;;;;;;;0.01;;;;;;;;;;;;;Rodboza fodao - BRFST16
25/06/2018;BRFST162;2E+11;8;BVMF;BRBRFS3T0AA1;;;;;;;;;;;;0.2;;;;;;;;;;;;;Rodboza fodao - BRFST162
25/06/2018;BRFST165;2E+11;8;BVMF;BRBRFS3T0AD5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST165
25/06/2018;BRFST167;2E+11;8;BVMF;BRBRFS3T0AE3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST167
25/06/2018;BRFST17;2E+11;8;BVMF;BRBRFS3T0AF0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST17
25/06/2018;BRFST172;2E+11;8;BVMF;BRBRFS3T0AG8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST172
25/06/2018;BRFST175;2E+11;8;BVMF;BRBRFS3T0A79;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST175
25/06/2018;BRFST177;2E+11;8;BVMF;BRBRFS3T0A46;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST177
25/06/2018;BRFST18;2E+11;8;BVMF;BRBRFS3T09L3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST18
25/06/2018;BRFST19;2E+11;8;BVMF;BRBRFS3T0AK0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST19
25/06/2018;BRFST195;2E+11;8;BVMF;BRBRFS3T09Q2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST195
25/06/2018;BRFST197;2E+11;8;BVMF;BRBRFS3T0A38;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST197
25/06/2018;BRFST2;2E+11;8;BVMF;BRBRFS3T0995;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST2
25/06/2018;BRFST20;2E+11;8;BVMF;BRBRFS3T09M1;1.63;1.63;1.95;1.79;1.95;47.72;2;Electronic (default);716;190.06;400;;;2;716;190.06;;;;;400;;;;Rodboza fodao - BRFST20
25/06/2018;BRFST207;2E+11;8;BVMF;BRBRFS3T0AH6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST207
25/06/2018;BRFST21;2E+11;8;BVMF;BRBRFS3T0979;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST21
25/06/2018;BRFST210;2E+11;8;BVMF;BRBRFS3T0A04;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST210
25/06/2018;BRFST22;2E+11;8;BVMF;BRBRFS3T09I9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST22
25/06/2018;BRFST23;2E+11;8;BVMF;BRBRFS3T09P4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST23
25/06/2018;BRFST235;2E+11;8;BVMF;BRBRFS3T09Y6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST235
25/06/2018;BRFST24;2E+11;8;BVMF;BRBRFS3T0A12;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST24
25/06/2018;BRFST247;2E+11;8;BVMF;BRBRFS3T09Z3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST247
25/06/2018;BRFST25;2E+11;8;BVMF;BRBRFS3T0987;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST25
25/06/2018;BRFST250;2E+11;8;BVMF;BRBRFS3T09K5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST250
25/06/2018;BRFST252;2E+11;8;BVMF;BRBRFS3T09R0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST252
25/06/2018;BRFST257;2E+11;8;BVMF;BRBRFS3T09W0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST257
25/06/2018;BRFST26;2E+11;8;BVMF;BRBRFS3T09U4;;;;;;;;;;;;0.07;;;;;;;;;;;;;Rodboza fodao - BRFST26
25/06/2018;BRFST27;2E+11;8;BVMF;BRBRFS3T09T6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST27
25/06/2018;BRFST275;2E+11;8;BVMF;BRBRFS3T09S8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST275
25/06/2018;BRFST277;2E+11;8;BVMF;BRBRFS3T09V2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST277
25/06/2018;BRFST28;2E+11;8;BVMF;BRBRFS3T09J7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST28
25/06/2018;BRFST29;2E+11;8;BVMF;BRBRFS3T09N9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST29
25/06/2018;BRFST295;2E+11;8;BVMF;BRBRFS3T0A53;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST295
25/06/2018;BRFST315;2E+11;8;BVMF;BRBRFS3T09G3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST315
25/06/2018;BRFST32;2E+11;8;BVMF;BRBRFS3T0AI4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST32
25/06/2018;BRFST33;2E+11;8;BVMF;BRBRFS3T09E8;;;;;;;;;;;;0.09;;;;;;;;;;;;;Rodboza fodao - BRFST33
25/06/2018;BRFST34;2E+11;8;BVMF;BRBRFS3T09O7;;;;;;;;;;;;0.1;;;;;;;;;;;;;Rodboza fodao - BRFST34
25/06/2018;BRFST345;2E+11;8;BVMF;BRBRFS3T09H1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST345
25/06/2018;BRFST347;2E+11;8;BVMF;BRBRFS3T0A95;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST347
25/06/2018;BRFST355;2E+11;8;BVMF;BRBRFS3T09F5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST355
25/06/2018;BRFST362;2E+11;8;BVMF;BRBRFS3T0A87;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST362
25/06/2018;BRFST37;2E+11;8;BVMF;BRBRFS3T09B4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST37
25/06/2018;BRFST382;2E+11;8;BVMF;BRBRFS3T0AB9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST382
25/06/2018;BRFST40;2E+11;8;BVMF;BRBRFS3T09C2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST40
25/06/2018;BRFST432;2E+11;8;BVMF;BRBRFS3T09D0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST432
25/06/2018;BRFST447;2E+11;8;BVMF;BRBRFS3T09A6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST447
25/06/2018;BRFST48;2E+11;8;BVMF;BRBRFS3T0AJ2;0.91;0.91;0.98;0.94;0.98;-11.71;13;Electronic (default);29132;7733.26;30900;;;13;29132;7733.26;;;;;30900;;;;Rodboza fodao - BRFST48
25/06/2018;BRFST50;2E+11;8;BVMF;BRBRFS3T0AL8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST50
25/06/2018;BRFST505;2E+11;8;BVMF;BRBRFS3T0A61;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFST505
25/06/2018;BRFSU135;2E+11;8;BVMF;BRBRFS3U0A10;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU135
25/06/2018;BRFSU16;2E+11;8;BVMF;BRBRFS3U09F3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU16
25/06/2018;BRFSU18;2E+11;8;BVMF;BRBRFS3U09G1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU18
25/06/2018;BRFSU185;2E+11;8;BVMF;BRBRFS3U0A77;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU185
25/06/2018;BRFSU192;2E+11;8;BVMF;BRBRFS3U09T4;;;;;;;;;;;;0.02;;;;;;;;;;;;;Rodboza fodao - BRFSU192
25/06/2018;BRFSU20;2E+11;8;BVMF;BRBRFS3U09H9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU20
25/06/2018;BRFSU21;2E+11;8;BVMF;BRBRFS3U0A44;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU21
25/06/2018;BRFSU212;2E+11;8;BVMF;BRBRFS3U0A51;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU212
25/06/2018;BRFSU22;2E+11;8;BVMF;BRBRFS3U0A69;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU22
25/06/2018;BRFSU225;2E+11;8;BVMF;BRBRFS3U0A28;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU225
25/06/2018;BRFSU227;2E+11;8;BVMF;BRBRFS3U09S6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU227
25/06/2018;BRFSU230;2E+11;8;BVMF;BRBRFS3U09X6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU230
25/06/2018;BRFSU245;2E+11;8;BVMF;BRBRFS3U09Z1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU245
25/06/2018;BRFSU255;2E+11;8;BVMF;BRBRFS3U0A02;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU255
25/06/2018;BRFSU260;2E+11;8;BVMF;BRBRFS3U09Y4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU260
25/06/2018;BRFSU262;2E+11;8;BVMF;BRBRFS3U09U2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU262
25/06/2018;BRFSU275;2E+11;8;BVMF;BRBRFS3U09R8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU275
25/06/2018;BRFSU31;2E+11;8;BVMF;BRBRFS3U09P2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU31
25/06/2018;BRFSU34;2E+11;8;BVMF;BRBRFS3U09Q0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU34
25/06/2018;BRFSU35;2E+11;8;BVMF;BRBRFS3U09W8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU35
25/06/2018;BRFSU36;2E+11;8;BVMF;BRBRFS3U09V0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU36
25/06/2018;BRFSU46;2E+11;8;BVMF;BRBRFS3U09N7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU46
25/06/2018;BRFSU48;2E+11;8;BVMF;BRBRFS3U09K3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU48
25/06/2018;BRFSU50;2E+11;8;BVMF;BRBRFS3U0A36;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU50
25/06/2018;BRFSU53;2E+11;8;BVMF;BRBRFS3U09O5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU53
25/06/2018;BRFSU64;2E+11;8;BVMF;BRBRFS3U09J5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU64
25/06/2018;BRFSU91;2E+11;8;BVMF;BRBRFS3U09M9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSU91
25/06/2018;BRFSV14;2E+11;8;BVMF;BRBRFS3V0991;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV14
25/06/2018;BRFSV17;2E+11;8;BVMF;BRBRFS3V0942;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV17
25/06/2018;BRFSV19;2E+11;8;BVMF;BRBRFS3V09F1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV19
25/06/2018;BRFSV2;2E+11;8;BVMF;BRBRFS3V0926;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV2
25/06/2018;BRFSV20;2E+11;8;BVMF;BRBRFS3V0975;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV20
25/06/2018;BRFSV200;2E+11;8;BVMF;BRBRFS3V09I5;;;;;;;;;;;;0.02;;;;;;;;;;;;;Rodboza fodao - BRFSV200
25/06/2018;BRFSV205;2E+11;8;BVMF;BRBRFS3V09K1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV205
25/06/2018;BRFSV222;2E+11;8;BVMF;BRBRFS3V09M7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV222
25/06/2018;BRFSV227;2E+11;8;BVMF;BRBRFS3V09L9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV227
25/06/2018;BRFSV247;2E+11;8;BVMF;BRBRFS3V09N5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV247
25/06/2018;BRFSV27;2E+11;8;BVMF;BRBRFS3V09D6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV27
25/06/2018;BRFSV28;2E+11;8;BVMF;BRBRFS3V09B0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV28
25/06/2018;BRFSV305;2E+11;8;BVMF;BRBRFS3V09O3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV305
25/06/2018;BRFSV33;2E+11;8;BVMF;BRBRFS3V09E4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV33
25/06/2018;BRFSV34;2E+11;8;BVMF;BRBRFS3V09C8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV34
25/06/2018;BRFSV36;2E+11;8;BVMF;BRBRFS3V09A2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV36
25/06/2018;BRFSV39;2E+11;8;BVMF;BRBRFS3V0959;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV39
25/06/2018;BRFSV4;2E+11;8;BVMF;BRBRFS3V0934;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV4
25/06/2018;BRFSV42;2E+11;8;BVMF;BRBRFS3V09J3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV42
25/06/2018;BRFSV45;2E+11;8;BVMF;BRBRFS3V0967;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV45
25/06/2018;BRFSV52;2E+11;8;BVMF;BRBRFS3V09G9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV52
25/06/2018;BRFSV53;2E+11;8;BVMF;BRBRFS3V0918;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV53
25/06/2018;BRFSV57;2E+11;8;BVMF;BRBRFS3V09H7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV57
25/06/2018;BRFSV8;2E+11;8;BVMF;BRBRFS3V0983;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV8
25/06/2018;BRFSV86;2E+11;8;BVMF;BRBRFS3V0900;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV86
25/06/2018;BRFSV99;2E+11;8;BVMF;BRBRFS3V08Z1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSV99
25/06/2018;BRFSW19;2E+11;8;BVMF;BRBRFS3W08J3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW19
25/06/2018;BRFSW20;2E+11;8;BVMF;BRBRFS3W0933;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW20
25/06/2018;BRFSW21;2E+11;8;BVMF;BRBRFS3W0917;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW21
25/06/2018;BRFSW217;2E+11;8;BVMF;BRBRFS3W0925;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW217
25/06/2018;BRFSW22;2E+11;8;BVMF;BRBRFS3W08W6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW22
25/06/2018;BRFSW247;2E+11;8;BVMF;BRBRFS3W08Z9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW247
25/06/2018;BRFSW275;2E+11;8;BVMF;BRBRFS3W08Y2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW275
25/06/2018;BRFSW295;2E+11;8;BVMF;BRBRFS3W0909;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW295
25/06/2018;BRFSW302;2E+11;8;BVMF;BRBRFS3W08X4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW302
25/06/2018;BRFSW32;2E+11;8;BVMF;BRBRFS3W08Q8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW32
25/06/2018;BRFSW360;2E+11;8;BVMF;BRBRFS3W08T2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW360
25/06/2018;BRFSW392;2E+11;8;BVMF;BRBRFS3W08U0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW392
25/06/2018;BRFSW455;2E+11;8;BVMF;BRBRFS3W08V8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW455
25/06/2018;BRFSW56;2E+11;8;BVMF;BRBRFS3W08R6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW56
25/06/2018;BRFSW62;2E+11;8;BVMF;BRBRFS3W08S4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW62
25/06/2018;BRFSW63;2E+11;8;BVMF;BRBRFS3W08O3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW63
25/06/2018;BRFSW65;2E+11;8;BVMF;BRBRFS3W08L9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW65
25/06/2018;BRFSW72;2E+11;8;BVMF;BRBRFS3W08M7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW72
25/06/2018;BRFSW74;2E+11;8;BVMF;BRBRFS3W08K1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW74
25/06/2018;BRFSW87;2E+11;8;BVMF;BRBRFS3W08P0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW87
25/06/2018;BRFSW92;2E+11;8;BVMF;BRBRFS3W08I5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW92
25/06/2018;BRFSW99;2E+11;8;BVMF;BRBRFS3W08N5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSW99
25/06/2018;BRFSX195;2E+11;8;BVMF;BRBRFS3X0BK2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX195
25/06/2018;BRFSX20;2E+11;8;BVMF;BRBRFS3X0BG0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX20
25/06/2018;BRFSX210;2E+11;8;BVMF;BRBRFS3X0BH8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX210
25/06/2018;BRFSX215;2E+11;8;BVMF;BRBRFS3X0BL0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX215
25/06/2018;BRFSX220;2E+11;8;BVMF;BRBRFS3X0BF2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX220
25/06/2018;BRFSX242;2E+11;8;BVMF;BRBRFS3X0BI6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX242
25/06/2018;BRFSX25;2E+11;8;BVMF;BRBRFS3X0BJ4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX25
25/06/2018;BRFSX252;2E+11;8;BVMF;BRBRFS3X0BM8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX252
25/06/2018;BRFSX27;2E+11;8;BVMF;BRBRFS3X0BA3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX27
25/06/2018;BRFSX275;2E+11;8;BVMF;BRBRFS3X0BB1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX275
25/06/2018;BRFSX280;2E+11;8;BVMF;BRBRFS3X0AP3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX280
25/06/2018;BRFSX292;2E+11;8;BVMF;BRBRFS3X0AQ1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX292
25/06/2018;BRFSX30;2E+11;8;BVMF;BRBRFS3X0BE5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX30
25/06/2018;BRFSX32;2E+11;8;BVMF;BRBRFS3X0BD7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX32
25/06/2018;BRFSX33;2E+11;8;BVMF;BRBRFS3X0B70;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX33
25/06/2018;BRFSX335;2E+11;8;BVMF;BRBRFS3X0B21;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX335
25/06/2018;BRFSX347;2E+11;8;BVMF;BRBRFS3X0B96;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX347
25/06/2018;BRFSX35;2E+11;8;BVMF;BRBRFS3X0BC9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX35
25/06/2018;BRFSX352;2E+11;8;BVMF;BRBRFS3X0AV1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX352
25/06/2018;BRFSX355;2E+11;8;BVMF;BRBRFS3X0AZ2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX355
25/06/2018;BRFSX36;2E+11;8;BVMF;BRBRFS3X0AY5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX36
25/06/2018;BRFSX362;2E+11;8;BVMF;BRBRFS3X0AR9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX362
25/06/2018;BRFSX37;2E+11;8;BVMF;BRBRFS3X0B47;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX37
25/06/2018;BRFSX372;2E+11;8;BVMF;BRBRFS3X0B39;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX372
25/06/2018;BRFSX39;2E+11;8;BVMF;BRBRFS3X0B88;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX39
25/06/2018;BRFSX392;2E+11;8;BVMF;BRBRFS3X0AW9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX392
25/06/2018;BRFSX397;2E+11;8;BVMF;BRBRFS3X0B05;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX397
25/06/2018;BRFSX422;2E+11;8;BVMF;BRBRFS3X0AU3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX422
25/06/2018;BRFSX427;2E+11;8;BVMF;BRBRFS3X0B62;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX427
25/06/2018;BRFSX43;2E+11;8;BVMF;BRBRFS3X0B54;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX43
25/06/2018;BRFSX432;2E+11;8;BVMF;BRBRFS3X0AT5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX432
25/06/2018;BRFSX452;2E+11;8;BVMF;BRBRFS3X0AX7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX452
25/06/2018;BRFSX457;2E+11;8;BVMF;BRBRFS3X0B13;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX457
25/06/2018;BRFSX462;2E+11;8;BVMF;BRBRFS3X0AS7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRFSX462
25/06/2018;BRKMB397;2E+11;8;BVMF;BRBRKM5B07F1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRKMB397
25/06/2018;BRKMG13;2E+11;8;BVMF;BRBRKM5G0777;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRKMG13
25/06/2018;BRKMG14;2E+11;8;BVMF;BRBRKM5G0793;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRKMG14
25/06/2018;BRKMG15;2E+11;8;BVMF;BRBRKM5G07B9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - BRKMG15
