RptDt;TckrSymb;SctyId;SctySrc;MktIdrCd;ISIN;FrstPric;MinPric;MaxPric;TradAvrgPric;LastPric;OscnPctg;TradQty;MktDataStrmId;NtlFinVol;IntlFinVol;FinInstrmQty;BestBidPric;BestAskPric;RglrTxsQty;NtlRglrVol;IntlRglrVol;MaxTradLmt;MinTradLmt;OpnIntrst;NonRglrTxsQty;RglrTraddCtrcts;NonRglrTraddCtrcts;NtlNonRglrVol;IntlNonRglrVol;NovaColunaRodboza
25/06/2018;CSANG429;2E+11;8;BVMF;BRCSAN3G0667;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANG429
25/06/2018;CSANG43;2E+11;8;BVMF;BRCSAN3G05V5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANG43
25/06/2018;CSANG431;2E+11;8;BVMF;BRCSAN3G0675;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANG431
25/06/2018;CSANG438;2E+11;8;BVMF;BRCSAN3G0683;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANG438
25/06/2018;CSANG441;2E+11;8;BVMF;BRCSAN3G0691;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANG441
25/06/2018;CSANG443;2E+11;8;BVMF;BRCSAN3G06A7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANG443
25/06/2018;CSANG5;2E+11;8;BVMF;BRCSAN3G0600;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANG5
25/06/2018;CSANG6;2E+11;8;BVMF;BRCSAN3G0626;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANG6
25/06/2018;CSANG7;2E+11;8;BVMF;BRCSAN3G0642;1.62;1.62;1.62;1.62;1.62;-5.26;1;Electronic (default);3240;860.07;2000;;;1;3240;860.07;;;;;2000;;;;Rodboza fodao - CSANG7
25/06/2018;CSANG8;2E+11;8;BVMF;BRCSAN3G05M4;1.23;1.23;1.23;1.23;1.23;-4.65;1;Electronic (default);4920;1306.04;4000;;;1;4920;1306.04;;;;;4000;;;;Rodboza fodao - CSANG8
25/06/2018;CSANG9;2E+11;8;BVMF;BRCSAN3G05O0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANG9
25/06/2018;CSANH10;2E+11;8;BVMF;BRCSAN3H06T5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH10
25/06/2018;CSANH11;2E+11;8;BVMF;BRCSAN3H06V1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH11
25/06/2018;CSANH12;2E+11;8;BVMF;BRCSAN3H06X7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH12
25/06/2018;CSANH13;2E+11;8;BVMF;BRCSAN3H06Z2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH13
25/06/2018;CSANH14;2E+11;8;BVMF;BRCSAN3H0716;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH14
25/06/2018;CSANH3;2E+11;8;BVMF;BRCSAN3H07C9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH3
25/06/2018;CSANH34;2E+11;8;BVMF;BRCSAN3H07D7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH34
25/06/2018;CSANH35;2E+11;8;BVMF;BRCSAN3H07F2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH35
25/06/2018;CSANH36;2E+11;8;BVMF;BRCSAN3H0740;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH36
25/06/2018;CSANH37;2E+11;8;BVMF;BRCSAN3H0765;1.91;1.91;1.91;1.91;1.91;-0.52;1;Electronic (default);3820;1014.04;2000;;;1;3820;1014.04;;;;;2000;;;;Rodboza fodao - CSANH37
25/06/2018;CSANH38;2E+11;8;BVMF;BRCSAN3H0781;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH38
25/06/2018;CSANH39;2E+11;8;BVMF;BRCSAN3H07A3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH39
25/06/2018;CSANH4;2E+11;8;BVMF;BRCSAN3H07E5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH4
25/06/2018;CSANH40;2E+11;8;BVMF;BRCSAN3H06S7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH40
25/06/2018;CSANH41;2E+11;8;BVMF;BRCSAN3H06U3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH41
25/06/2018;CSANH42;2E+11;8;BVMF;BRCSAN3H06W9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH42
25/06/2018;CSANH43;2E+11;8;BVMF;BRCSAN3H06Y5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH43
25/06/2018;CSANH44;2E+11;8;BVMF;BRCSAN3H0708;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH44
25/06/2018;CSANH45;2E+11;8;BVMF;BRCSAN3H0724;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH45
25/06/2018;CSANH5;2E+11;8;BVMF;BRCSAN3H0732;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH5
25/06/2018;CSANH6;2E+11;8;BVMF;BRCSAN3H0757;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH6
25/06/2018;CSANH7;2E+11;8;BVMF;BRCSAN3H0773;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH7
25/06/2018;CSANH8;2E+11;8;BVMF;BRCSAN3H0799;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH8
25/06/2018;CSANH9;2E+11;8;BVMF;BRCSAN3H07B1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANH9
25/06/2018;CSANI1;2E+11;8;BVMF;BRCSAN3I07U9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI1
25/06/2018;CSANI10;2E+11;8;BVMF;BRCSAN3I08C5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI10
25/06/2018;CSANI2;2E+11;8;BVMF;BRCSAN3I07W5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI2
25/06/2018;CSANI3;2E+11;8;BVMF;BRCSAN3I07Y1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI3
25/06/2018;CSANI31;2E+11;8;BVMF;BRCSAN3I07T1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI31
25/06/2018;CSANI32;2E+11;8;BVMF;BRCSAN3I07V7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI32
25/06/2018;CSANI33;2E+11;8;BVMF;BRCSAN3I07X3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI33
25/06/2018;CSANI34;2E+11;8;BVMF;BRCSAN3I07Z8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI34
25/06/2018;CSANI35;2E+11;8;BVMF;BRCSAN3I0814;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI35
25/06/2018;CSANI36;2E+11;8;BVMF;BRCSAN3I0830;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI36
25/06/2018;CSANI37;2E+11;8;BVMF;BRCSAN3I0855;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI37
25/06/2018;CSANI38;2E+11;8;BVMF;BRCSAN3I0871;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI38
25/06/2018;CSANI39;2E+11;8;BVMF;BRCSAN3I0897;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI39
25/06/2018;CSANI4;2E+11;8;BVMF;BRCSAN3I0806;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI4
25/06/2018;CSANI40;2E+11;8;BVMF;BRCSAN3I08B7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI40
25/06/2018;CSANI5;2E+11;8;BVMF;BRCSAN3I0822;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI5
25/06/2018;CSANI6;2E+11;8;BVMF;BRCSAN3I0848;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI6
25/06/2018;CSANI7;2E+11;8;BVMF;BRCSAN3I0863;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI7
25/06/2018;CSANI8;2E+11;8;BVMF;BRCSAN3I0889;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI8
25/06/2018;CSANI9;2E+11;8;BVMF;BRCSAN3I08A9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANI9
25/06/2018;CSANK38;2E+11;8;BVMF;BRCSAN3K08J6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANK38
25/06/2018;CSANK39;2E+11;8;BVMF;BRCSAN3K08I8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANK39
25/06/2018;CSANK445;2E+11;8;BVMF;BRCSAN3K08K4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANK445
25/06/2018;CSANQ34;2E+11;8;BVMF;BRCSAN3Q0632;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ34
25/06/2018;CSANQ345;2E+11;8;BVMF;BRCSAN3Q0665;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ345
25/06/2018;CSANQ350;2E+11;8;BVMF;BRCSAN3Q05Z5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ350
25/06/2018;CSANQ360;2E+11;8;BVMF;BRCSAN3Q06C2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ360
25/06/2018;CSANQ362;2E+11;8;BVMF;BRCSAN3Q0699;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ362
25/06/2018;CSANQ38;2E+11;8;BVMF;BRCSAN3Q0624;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ38
25/06/2018;CSANQ385;2E+11;8;BVMF;BRCSAN3Q0657;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ385
25/06/2018;CSANQ387;2E+11;8;BVMF;BRCSAN3Q0608;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ387
25/06/2018;CSANQ400;2E+11;8;BVMF;BRCSAN3Q06B4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ400
25/06/2018;CSANQ402;2E+11;8;BVMF;BRCSAN3Q0681;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ402
25/06/2018;CSANQ450;2E+11;8;BVMF;BRCSAN3Q0640;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ450
25/06/2018;CSANQ455;2E+11;8;BVMF;BRCSAN3Q0673;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ455
25/06/2018;CSANQ467;2E+11;8;BVMF;BRCSAN3Q0616;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ467
25/06/2018;CSANQ482;2E+11;8;BVMF;BRCSAN3Q06A6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ482
25/06/2018;CSANQ485;2E+11;8;BVMF;BRCSAN3Q06D0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANQ485
25/06/2018;CSANR372;2E+11;8;BVMF;BRCSAN3R0698;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANR372
25/06/2018;CSANR415;2E+11;8;BVMF;BRCSAN3R06A4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANR415
25/06/2018;CSANR50;2E+11;8;BVMF;BRCSAN3R06B2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANR50
25/06/2018;CSANS10;2E+11;8;BVMF;BRCSAN3S05Q0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS10
25/06/2018;CSANS11;2E+11;8;BVMF;BRCSAN3S05S6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS11
25/06/2018;CSANS12;2E+11;8;BVMF;BRCSAN3S05U2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS12
25/06/2018;CSANS13;2E+11;8;BVMF;BRCSAN3S05W8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS13
25/06/2018;CSANS34;2E+11;8;BVMF;BRCSAN3S05X6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS34
25/06/2018;CSANS35;2E+11;8;BVMF;BRCSAN3S05Z1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS35
25/06/2018;CSANS36;2E+11;8;BVMF;BRCSAN3S0614;;;;;;;;;;;;0.32;;;;;;;;;;;;;Rodboza fodao - CSANS36
25/06/2018;CSANS37;2E+11;8;BVMF;BRCSAN3S0630;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS37
25/06/2018;CSANS38;2E+11;8;BVMF;BRCSAN3S0655;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS38
25/06/2018;CSANS39;2E+11;8;BVMF;BRCSAN3S05N7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS39
25/06/2018;CSANS4;2E+11;8;BVMF;BRCSAN3S05Y4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS4
25/06/2018;CSANS40;2E+11;8;BVMF;BRCSAN3S05P2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS40
25/06/2018;CSANS41;2E+11;8;BVMF;BRCSAN3S05R8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS41
25/06/2018;CSANS42;2E+11;8;BVMF;BRCSAN3S05T4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS42
25/06/2018;CSANS429;2E+11;8;BVMF;BRCSAN3S0663;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS429
25/06/2018;CSANS43;2E+11;8;BVMF;BRCSAN3S05V0;;;;;;;;;;;;0.19;;;;;;;;;;;;;Rodboza fodao - CSANS43
25/06/2018;CSANS431;2E+11;8;BVMF;BRCSAN3S0671;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS431
25/06/2018;CSANS438;2E+11;8;BVMF;BRCSAN3S0689;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS438
25/06/2018;CSANS441;2E+11;8;BVMF;BRCSAN3S0697;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS441
25/06/2018;CSANS443;2E+11;8;BVMF;BRCSAN3S06A2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS443
25/06/2018;CSANS5;2E+11;8;BVMF;BRCSAN3S0606;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS5
25/06/2018;CSANS6;2E+11;8;BVMF;BRCSAN3S0622;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS6
25/06/2018;CSANS7;2E+11;8;BVMF;BRCSAN3S0648;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS7
25/06/2018;CSANS8;2E+11;8;BVMF;BRCSAN3S05M9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS8
25/06/2018;CSANS9;2E+11;8;BVMF;BRCSAN3S05O5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANS9
25/06/2018;CSANT10;2E+11;8;BVMF;BRCSAN3T06T0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT10
25/06/2018;CSANT11;2E+11;8;BVMF;BRCSAN3T06V6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT11
25/06/2018;CSANT12;2E+11;8;BVMF;BRCSAN3T06X2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT12
25/06/2018;CSANT13;2E+11;8;BVMF;BRCSAN3T06Z7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT13
25/06/2018;CSANT14;2E+11;8;BVMF;BRCSAN3T0712;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT14
25/06/2018;CSANT3;2E+11;8;BVMF;BRCSAN3T07C4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT3
25/06/2018;CSANT34;2E+11;8;BVMF;BRCSAN3T07D2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT34
25/06/2018;CSANT35;2E+11;8;BVMF;BRCSAN3T07F7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT35
25/06/2018;CSANT36;2E+11;8;BVMF;BRCSAN3T0746;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT36
25/06/2018;CSANT37;2E+11;8;BVMF;BRCSAN3T0761;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT37
25/06/2018;CSANT38;2E+11;8;BVMF;BRCSAN3T0787;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT38
25/06/2018;CSANT39;2E+11;8;BVMF;BRCSAN3T07A8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT39
25/06/2018;CSANT4;2E+11;8;BVMF;BRCSAN3T07E0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT4
25/06/2018;CSANT40;2E+11;8;BVMF;BRCSAN3T06S2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT40
25/06/2018;CSANT41;2E+11;8;BVMF;BRCSAN3T06U8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT41
25/06/2018;CSANT42;2E+11;8;BVMF;BRCSAN3T06W4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT42
25/06/2018;CSANT43;2E+11;8;BVMF;BRCSAN3T06Y0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT43
25/06/2018;CSANT44;2E+11;8;BVMF;BRCSAN3T0704;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT44
25/06/2018;CSANT45;2E+11;8;BVMF;BRCSAN3T0720;;;;;;;;;;;;0.1;;;;;;;;;;;;;Rodboza fodao - CSANT45
25/06/2018;CSANT5;2E+11;8;BVMF;BRCSAN3T0738;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT5
25/06/2018;CSANT6;2E+11;8;BVMF;BRCSAN3T0753;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT6
25/06/2018;CSANT7;2E+11;8;BVMF;BRCSAN3T0779;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT7
25/06/2018;CSANT8;2E+11;8;BVMF;BRCSAN3T0795;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT8
25/06/2018;CSANT9;2E+11;8;BVMF;BRCSAN3T07B6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANT9
25/06/2018;CSANU1;2E+11;8;BVMF;BRCSAN3U07U4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU1
25/06/2018;CSANU10;2E+11;8;BVMF;BRCSAN3U08C0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU10
25/06/2018;CSANU2;2E+11;8;BVMF;BRCSAN3U07W0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU2
25/06/2018;CSANU3;2E+11;8;BVMF;BRCSAN3U07Y6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU3
25/06/2018;CSANU31;2E+11;8;BVMF;BRCSAN3U07T6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU31
25/06/2018;CSANU32;2E+11;8;BVMF;BRCSAN3U07V2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU32
25/06/2018;CSANU33;2E+11;8;BVMF;BRCSAN3U07X8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU33
25/06/2018;CSANU34;2E+11;8;BVMF;BRCSAN3U07Z3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU34
25/06/2018;CSANU35;2E+11;8;BVMF;BRCSAN3U0818;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU35
25/06/2018;CSANU36;2E+11;8;BVMF;BRCSAN3U0834;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU36
25/06/2018;CSANU37;2E+11;8;BVMF;BRCSAN3U0859;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU37
25/06/2018;CSANU38;2E+11;8;BVMF;BRCSAN3U0875;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU38
25/06/2018;CSANU39;2E+11;8;BVMF;BRCSAN3U0891;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU39
25/06/2018;CSANU4;2E+11;8;BVMF;BRCSAN3U0800;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU4
25/06/2018;CSANU40;2E+11;8;BVMF;BRCSAN3U08B2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU40
25/06/2018;CSANU5;2E+11;8;BVMF;BRCSAN3U0826;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU5
25/06/2018;CSANU6;2E+11;8;BVMF;BRCSAN3U0842;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU6
25/06/2018;CSANU7;2E+11;8;BVMF;BRCSAN3U0867;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU7
25/06/2018;CSANU8;2E+11;8;BVMF;BRCSAN3U0883;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU8
25/06/2018;CSANU9;2E+11;8;BVMF;BRCSAN3U08A4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANU9
25/06/2018;CSANW38;2E+11;8;BVMF;BRCSAN3W08K9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANW38
25/06/2018;CSANW39;2E+11;8;BVMF;BRCSAN3W08I3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANW39
25/06/2018;CSANW445;2E+11;8;BVMF;BRCSAN3W08J1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSANW445
25/06/2018;CSMGG45;2E+11;8;BVMF;BRCSMG3G03F8;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSMGG45
25/06/2018;CSMGG455;2E+11;8;BVMF;BRCSMG3G03I2;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSMGG455
25/06/2018;CSMGG46;2E+11;8;BVMF;BRCSMG3G03G6;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSMGG46
25/06/2018;CSMGG470;2E+11;8;BVMF;BRCSMG3G03J0;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSMGG470
25/06/2018;CSMGG50;2E+11;8;BVMF;BRCSMG3G03H4;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSMGG50
25/06/2018;CSMGS45;2E+11;8;BVMF;BRCSMG3S03F3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSMGS45
25/06/2018;CSMGS455;2E+11;8;BVMF;BRCSMG3S03I7;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSMGS455
25/06/2018;CSMGS46;2E+11;8;BVMF;BRCSMG3S03G1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSMGS46
25/06/2018;CSMGS470;2E+11;8;BVMF;BRCSMG3S03J5;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSMGS470
25/06/2018;CSMGS50;2E+11;8;BVMF;BRCSMG3S03H9;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSMGS50
25/06/2018;CSNAG10;2E+11;8;BVMF;BRCSNA3G0ED0;0.03;0.03;0.03;0.03;0.03;0;1;Electronic (default);180;47.78;6000;0.01;0.03;1;180;47.78;;;;;6000;;;;Rodboza fodao - CSNAG10
25/06/2018;CSNAG11;2E+11;8;BVMF;BRCSNA3G0EF5;;;;;;;;;;;;;0.02;;;;;;;;;;;;Rodboza fodao - CSNAG11
25/06/2018;CSNAG40;2E+11;8;BVMF;BRCSNA3G0EE8;;;;;;;;;;;;;0.07;;;;;;;;;;;;Rodboza fodao - CSNAG40
25/06/2018;CSNAG66;2E+11;8;BVMF;BRCSNA3G0EG3;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSNAG66
25/06/2018;CSNAG68;2E+11;8;BVMF;BRCSNA3G0EH1;;;;;;;;;;;;;;;;;;;;;;;;;Rodboza fodao - CSNAG68
25/06/2018;CSNAG7;2E+11;8;BVMF;BRCSNA3G0EI9;;;;;;;;;;;;0.5;1.4;;;;;;;;;;;;Rodboza fodao - CSNAG7
25/06/2018;CSNAG72;2E+11;8;BVMF;BRCSNA3G0EJ7;;;;;;;;;;;;0.31;;;;;;;;;;;;;Rodboza fodao - CSNAG72
25/06/2018;CSNAG74;2E+11;8;BVMF;BRCSNA3G0EK5;;;;;;;;;;;;0.21;;;;;;;;;;;;;Rodboza fodao - CSNAG74
25/06/2018;CSNAG76;2E+11;8;BVMF;BRCSNA3G0EL3;0.36;0.36;0.36;0.36;0.36;-32.07;3;Electronic (default);2376;630.72;6600;;;3;2376;630.72;;;;;6600;;;;Rodboza fodao - CSNAG76
25/06/2018;CSNAG78;2E+11;8;BVMF;BRCSNA3G0EM1;0.4;0.35;0.4;0.39;0.35;20.68;4;Electronic (default);1555;412.78;3900;0.3;0.36;4;1555;412.78;;;;;3900;;;;Rodboza fodao - CSNAG78
25/06/2018;CSNAG8;2E+11;8;BVMF;BRCSNA3G0EN9;0.24;0.21;0.3;0.26;0.28;-17.64;35;Electronic (default);10610;2816.49;40000;0.26;0.29;35;10610;2816.49;;;;;40000;;;;Rodboza fodao - CSNAG8
25/06/2018;CSNAG82;2E+11;8;BVMF;BRCSNA3G0EO7;0.26;0.26;0.26;0.26;0.26;-7.14;1;Electronic (default);26;6.9;100;0.19;0.3;1;26;6.9;;;;;100;;;;Rodboza fodao - CSNAG82
25/06/2018;CSNAG84;2E+11;8;BVMF;BRCSNA3G0EP4;0.14;0.14;0.14;0.14;0.14;-30;3;Electronic (default);140;37.16;1000;;0.5;3;140;37.16;;;;;1000;;;;Rodboza fodao - CSNAG84
25/06/2018;CSNAG86;2E+11;8;BVMF;BRCSNA3G0E62;0.1;0.09;0.1;0.09;0.09;-35.71;2;Electronic (default);109;28.93;1200;;0.1;2;109;28.93;;;;;1200;;;;Rodboza fodao - CSNAG86
25/06/2018;CSNAG88;2E+11;8;BVMF;BRCSNA3G0E70;;;;;;;;;;;;;0.1;;;;;;;;;;;;Rodboza fodao - CSNAG88
