RptDt;TckrSymb;SctyId;SctySrc;MktIdrCd;ISIN;FrstPric;MinPric;MaxPric;TradAvrgPric;LastPric;OscnPctg;TradQty;MktDataStrmId;NtlFinVol;IntlFinVol;FinInstrmQty;BestBidPric;BestAskPric;RglrTxsQty;NtlRglrVol;IntlRglrVol;MaxTradLmt;MinTradLmt;OpnIntrst;NonRglrTxsQty;RglrTraddCtrcts;NonRglrTraddCtrcts;NtlNonRglrVol;IntlNonRglrVol
2018-06-25;BBASU352;200000186263;8;BVMF;BRBBAS3U0IW0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU356;200000179524;8;BVMF;BRBBAS3U0IK5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU361;200000179542;8;BVMF;BRBBAS3U0IN9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU364;200000179526;8;BVMF;BRBBAS3U0IL3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU369;200000177740;8;BVMF;BRBBAS3U0IC2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU371;200000177829;8;BVMF;BRBBAS3U0IF5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU374;200000182209;8;BVMF;BRBBAS3U0IR0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU381;200000179177;8;BVMF;BRBBAS3U0IH1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU384;200000177018;8;BVMF;BRBBAS3U0I72;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU391;200000178933;8;BVMF;BRBBAS3U0IG3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU394;200000176136;8;BVMF;BRBBAS3U0I56;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU401;200000177511;8;BVMF;BRBBAS3U0I98;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU414;200000179544;8;BVMF;BRBBAS3U0IO7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU416;200000177020;8;BVMF;BRBBAS3U0I80;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU421;200000177831;8;BVMF;BRBBAS3U0ID0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU426;200000176137;8;BVMF;BRBBAS3U0I64;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU449;200000169955;8;BVMF;BRBBAS3U0I31;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU459;200000160512;8;BVMF;BRBBAS3U0HY8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU469;200000160592;8;BVMF;BRBBAS3U0HZ5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU47;200000122706;8;BVMF;BRBBAS3U0HL5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU479;200000160810;8;BVMF;BRBBAS3U0I07;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU488;200000169956;8;BVMF;BRBBAS3U0I49;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU489;200000160469;8;BVMF;BRBBAS3U0I15;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU499;200000160652;8;BVMF;BRBBAS3U0I23;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU5;200000181634;8;BVMF;BRBBAS3U0IQ2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU50;200000122708;8;BVMF;BRBBAS3U0HM3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU51;200000121849;8;BVMF;BRBBAS3U0HH3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU57;200000122370;8;BVMF;BRBBAS3U0HJ9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU597;200000187769;8;BVMF;BRBBAS3U0J06;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU66;200000122371;8;BVMF;BRBBAS3U0HK7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU97;200000121848;8;BVMF;BRBBAS3U0HG5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASU98;200000121850;8;BVMF;BRBBAS3U0HI1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV1;200000134051;8;BVMF;BRBBAS3V0I39;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV11;200000129387;8;BVMF;BRBBAS3V0HW1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV12;200000125446;8;BVMF;BRBBAS3V0HO8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV13;200000129388;8;BVMF;BRBBAS3V0HX9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV14;200000129389;8;BVMF;BRBBAS3V0HY7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV152;200000194087;8;BVMF;BRBBAS3V0IQ1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV209;200000190919;8;BVMF;BRBBAS3V0IN8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV21;200000125447;8;BVMF;BRBBAS3V0HP5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV229;200000194967;8;BVMF;BRBBAS3V0IU3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV234;200000193827;8;BVMF;BRBBAS3V0IP3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV245;200000186608;8;BVMF;BRBBAS3V0II8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV259;200000194966;8;BVMF;BRBBAS3V0IT5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV294;200000194968;8;BVMF;BRBBAS3V0IV1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV297;200000152958;8;BVMF;BRBBAS3V0IA5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV298;200000190885;8;BVMF;BRBBAS3V0IM0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV305;200000186626;8;BVMF;BRBBAS3V0IJ6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV31;200000136429;8;BVMF;BRBBAS3V0I70;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV32;200000133944;8;BVMF;BRBBAS3V0I05;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV322;200000187541;8;BVMF;BRBBAS3V0IL2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV329;200000193959;8;BVMF;BRBBAS3V0IR9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV344;200000191302;8;BVMF;BRBBAS3V0IO6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV347;200000152959;8;BVMF;BRBBAS3V0IB3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV350;200000187177;8;BVMF;BRBBAS3V0IK4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV359;200000183199;8;BVMF;BRBBAS3V0IF4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV36;200000134053;8;BVMF;BRBBAS3V0I47;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV360;200000186536;8;BVMF;BRBBAS3V0IH0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV37;200000133968;8;BVMF;BRBBAS3V0I13;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV379;200000176624;8;BVMF;BRBBAS3V0ID9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV389;200000152960;8;BVMF;BRBBAS3V0IC1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV397;200000176412;8;BVMF;BRBBAS3V0IE7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV399;200000194067;8;BVMF;BRBBAS3V0IS7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV44;200000133921;8;BVMF;BRBBAS3V0I21;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV497;200000182851;8;BVMF;BRBBAS3V0IG2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV7;200000136525;8;BVMF;BRBBAS3V0I96;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV74;200000134055;8;BVMF;BRBBAS3V0I54;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV77;200000136336;8;BVMF;BRBBAS3V0I62;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV8;200000128491;8;BVMF;BRBBAS3V0HV3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV87;200000136388;8;BVMF;BRBBAS3V0I88;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASV9;200000125445;8;BVMF;BRBBAS3V0HN0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW182;200000189959;8;BVMF;BRBBAS3W0H61;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW195;200000188607;8;BVMF;BRBBAS3W0H38;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW197;200000188976;8;BVMF;BRBBAS3W0H53;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW247;200000188437;8;BVMF;BRBBAS3W0H46;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW259;200000189962;8;BVMF;BRBBAS3W0H95;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW274;200000189960;8;BVMF;BRBBAS3W0H79;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW282;200000186164;8;BVMF;BRBBAS3W0H04;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW29;200000125469;8;BVMF;BRBBAS3W0FQ6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW292;200000182775;8;BVMF;BRBBAS3W0GX0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW297;200000185573;8;BVMF;BRBBAS3W0GZ5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW304;200000189961;8;BVMF;BRBBAS3W0H87;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW314;200000179729;8;BVMF;BRBBAS3W0GS0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW317;200000186154;8;BVMF;BRBBAS3W0H12;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW322;200000177551;8;BVMF;BRBBAS3W0GN1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW324;200000177408;8;BVMF;BRBBAS3W0GK7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW332;200000183116;8;BVMF;BRBBAS3W0GW2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW337;200000187350;8;BVMF;BRBBAS3W0H20;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW362;200000179654;8;BVMF;BRBBAS3W0GR2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW364;200000177307;8;BVMF;BRBBAS3W0GL5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW367;200000177857;8;BVMF;BRBBAS3W0GO9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW377;200000177979;8;BVMF;BRBBAS3W0GQ4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW379;200000183267;8;BVMF;BRBBAS3W0GY8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW389;200000179791;8;BVMF;BRBBAS3W0GT8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW407;200000180041;8;BVMF;BRBBAS3W0GV4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW419;200000155617;8;BVMF;BRBBAS3W0GI1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW422;200000177531;8;BVMF;BRBBAS3W0GM3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW427;200000177907;8;BVMF;BRBBAS3W0GP6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW437;200000163953;8;BVMF;BRBBAS3W0GJ9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW449;200000179949;8;BVMF;BRBBAS3W0GU6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW46;200000139496;8;BVMF;BRBBAS3W0GH3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW50;200000134931;8;BVMF;BRBBAS3W0GB6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW52;200000134933;8;BVMF;BRBBAS3W0GD2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW54;200000129619;8;BVMF;BRBBAS3W0FU8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW70;200000134291;8;BVMF;BRBBAS3W0G88;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW74;200000134932;8;BVMF;BRBBAS3W0GC4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW75;200000133116;8;BVMF;BRBBAS3W0G05;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW76;200000133117;8;BVMF;BRBBAS3W0G13;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW77;200000134295;8;BVMF;BRBBAS3W0G96;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW81;200000136992;8;BVMF;BRBBAS3W0GF7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW83;200000134297;8;BVMF;BRBBAS3W0GA8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW95;200000136982;8;BVMF;BRBBAS3W0GE0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASW97;200000136990;8;BVMF;BRBBAS3W0GG5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX17;200000132937;8;BVMF;BRBBAS3X0L48;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX221;200000191438;8;BVMF;BRBBAS3X0MM0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX23;200000084076;8;BVMF;BRBBAS3X0JK0;;;;;;;;;;;;0.15;;;;;;;;;;;;
2018-06-25;BBASX246;200000194195;8;BVMF;BRBBAS3X0MQ1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX257;200000187451;8;BVMF;BRBBAS3X0MK4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX261;200000191439;8;BVMF;BRBBAS3X0MN8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX277;200000186427;8;BVMF;BRBBAS3X0MJ6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX281;200000185585;8;BVMF;BRBBAS3X0MH0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX292;200000187555;8;BVMF;BRBBAS3X0ML2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX30;200000132936;8;BVMF;BRBBAS3X0L30;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX301;200000191440;8;BVMF;BRBBAS3X0MO6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX304;200000153965;8;BVMF;BRBBAS3X0LM2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX309;200000153352;8;BVMF;BRBBAS3X0LH2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX314;200000176461;8;BVMF;BRBBAS3X0M13;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX319;200000180468;8;BVMF;BRBBAS3X0MG2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX324;200000178197;8;BVMF;BRBBAS3X0M96;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX334;200000155010;8;BVMF;BRBBAS3X0LR1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX337;200000149645;8;BVMF;BRBBAS3X0LF6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX339;200000177378;8;BVMF;BRBBAS3X0M54;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX341;200000176671;8;BVMF;BRBBAS3X0M39;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX347;200000160780;8;BVMF;BRBBAS3X0LU5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX349;200000153353;8;BVMF;BRBBAS3X0LI0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX35;200000153622;8;BVMF;BRBBAS3X0LK6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX351;200000179106;8;BVMF;BRBBAS3X0MB3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX354;200000176574;8;BVMF;BRBBAS3X0M21;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX356;200000180045;8;BVMF;BRBBAS3X0MD9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX364;200000185587;8;BVMF;BRBBAS3X0MI8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX366;200000177471;8;BVMF;BRBBAS3X0M62;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX371;200000178221;8;BVMF;BRBBAS3X0MA5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX374;200000172447;8;BVMF;BRBBAS3X0LZ4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX376;200000174000;8;BVMF;BRBBAS3X0M05;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX387;200000155000;8;BVMF;BRBBAS3X0LS9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX394;200000154358;8;BVMF;BRBBAS3X0LP5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX399;200000160430;8;BVMF;BRBBAS3X0LV3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX401;200000180466;8;BVMF;BRBBAS3X0MF4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX402;200000149646;8;BVMF;BRBBAS3X0LG4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX406;200000180043;8;BVMF;BRBBAS3X0MC1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX407;200000161276;8;BVMF;BRBBAS3X0LX9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX414;200000153876;8;BVMF;BRBBAS3X0LN0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX416;200000177428;8;BVMF;BRBBAS3X0M70;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX417;200000153354;8;BVMF;BRBBAS3X0LJ8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX42;200000153623;8;BVMF;BRBBAS3X0LL4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX424;200000177651;8;BVMF;BRBBAS3X0M88;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX439;200000161082;8;BVMF;BRBBAS3X0LY7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX44;200000132938;8;BVMF;BRBBAS3X0L55;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX449;200000193876;8;BVMF;BRBBAS3X0MP3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX459;200000154950;8;BVMF;BRBBAS3X0LT7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX467;200000154357;8;BVMF;BRBBAS3X0LO8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX469;200000154596;8;BVMF;BRBBAS3X0LQ3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX472;200000160463;8;BVMF;BRBBAS3X0LW1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX489;200000176672;8;BVMF;BRBBAS3X0M47;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX609;200000180047;8;BVMF;BRBBAS3X0ME7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX72;200000134875;8;BVMF;BRBBAS3X0LC3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX83;200000134873;8;BVMF;BRBBAS3X0LA7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX84;200000134874;8;BVMF;BRBBAS3X0LB5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBASX95;200000135472;8;BVMF;BRBBAS3X0LD1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA197;200000155597;8;BVMF;BRBBDC4A0VH5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA259;200000155500;8;BVMF;BRBBDC4A0VI3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA289;200000140916;8;BVMF;BRBBDC4A0V70;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA299;200000140918;8;BVMF;BRBBDC4A0V88;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA319;200000168907;8;BVMF;BRBBDC4A0VM5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA332;200000148592;8;BVMF;BRBBDC4A0VE2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA337;200000148244;8;BVMF;BRBBDC4A0VC6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA347;200000160471;8;BVMF;BRBBDC4A0VJ1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA38;200000160735;8;BVMF;BRBBDC4A0VK9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA384;200000140920;8;BVMF;BRBBDC4A0V96;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA385;200000148245;8;BVMF;BRBBDC4A0VD4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA387;200000140922;8;BVMF;BRBBDC4A0VA0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA390;200000148593;8;BVMF;BRBBDC4A0VF9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA425;200000154198;8;BVMF;BRBBDC4A0VG7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA444;200000160819;8;BVMF;BRBBDC4A0VL7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA47;200000139992;8;BVMF;BRBBDC4A0V62;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA51;200000135649;8;BVMF;BRBBDC4A0V13;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA70;200000135651;8;BVMF;BRBBDC4A0V21;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA76;200000135653;8;BVMF;BRBBDC3A0841;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA77;200000135647;8;BVMF;BRBBDC4A0V05;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA79;200000135655;8;BVMF;BRBBDC3A0858;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA87;200000135657;8;BVMF;BRBBDC3A0866;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCA93;200000139972;8;BVMF;BRBBDC4A0V54;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCB184;200000156547;8;BVMF;BRBBDC3B07V2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCB227;200000153425;8;BVMF;BRBBDC4B0XA5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCB36;200000154736;8;BVMF;BRBBDC3B07T6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCB377;200000155331;8;BVMF;BRBBDC4B0XK4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCB387;200000154722;8;BVMF;BRBBDC4B0XF4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCB412;200000155018;8;BVMF;BRBBDC4B0XI8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCB432;200000155333;8;BVMF;BRBBDC4B0XL2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCB447;200000154724;8;BVMF;BRBBDC4B0XG2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCB457;200000154725;8;BVMF;BRBBDC4B0XH0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCB460;200000155020;8;BVMF;BRBBDC4B0XJ6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCB72;200000154738;8;BVMF;BRBBDC3B07U4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCC15;200000102654;8;BVMF;BRBBDC4C0V27;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCC236;200000164519;8;BVMF;BRBBDC4C0WZ3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCC272;200000155650;8;BVMF;BRBBDC3C07K3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCC322;200000157612;8;BVMF;BRBBDC4C0WT6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCC359;200000162119;8;BVMF;BRBBDC4C0WW0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCC387;200000158299;8;BVMF;BRBBDC4C0WU4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCC399;200000162130;8;BVMF;BRBBDC4C0WX8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCC467;200000158300;8;BVMF;BRBBDC4C0WV2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCC472;200000162377;8;BVMF;BRBBDC4C0WY6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCC52;200000102652;8;BVMF;BRBBDC4C0V01;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCC57;200000102653;8;BVMF;BRBBDC4C0V19;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCC82;200000150938;8;BVMF;BRBBDC3C07J5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCD167;200000173526;8;BVMF;BRBBDC4D0X98;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCD201;200000173525;8;BVMF;BRBBDC3D0806;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCD317;200000177638;8;BVMF;BRBBDC4D0XB1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCD387;200000177636;8;BVMF;BRBBDC4D0XA3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCE262;200000171207;8;BVMF;BRBBDC3E0557;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCE272;200000180054;8;BVMF;BRBBDC3E05C0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BBDCE300;200000176128;8;BVMF;BRBBDC4E0TL7;;;;;;;;;;;;;;;;;;;;;;;;
