RptDt;TckrSymb;SctyId;SctySrc;MktIdrCd;ISIN;FrstPric;MinPric;MaxPric;TradAvrgPric;LastPric;OscnPctg;TradQty;MktDataStrmId;NtlFinVol;IntlFinVol;FinInstrmQty;BestBidPric;BestAskPric;RglrTxsQty;NtlRglrVol;IntlRglrVol;MaxTradLmt;MinTradLmt;OpnIntrst;NonRglrTxsQty;RglrTraddCtrcts;NonRglrTraddCtrcts;NtlNonRglrVol;IntlNonRglrVol
2018-06-25;BRMLK117;200000178386;8;BVMF;BRBRML3K05K0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLK62;200000134741;8;BVMF;BRBRML3K05F0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLK72;200000134686;8;BVMF;BRBRML3K05G8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLK84;200000134677;8;BVMF;BRBRML3K05H6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLL10;200000162959;8;BVMF;BRBRML3L05L6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLL11;200000193418;8;BVMF;BRBRML3L05R3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLL117;200000162963;8;BVMF;BRBRML3L05N2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLL12;200000178552;8;BVMF;BRBRML3L05Q5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLL13;200000178410;8;BVMF;BRBRML3L05P7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLL137;200000162960;8;BVMF;BRBRML3L05M4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLL140;200000176371;8;BVMF;BRBRML3L05O0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLM112;200000146857;8;BVMF;BRBRML3M05A7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLM122;200000146858;8;BVMF;BRBRML3M05B5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLM157;200000146859;8;BVMF;BRBRML3M05C3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLM170;200000146863;8;BVMF;BRBRML3M05D1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS10;200000171535;8;BVMF;BRBRML3S0658;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS102;200000181373;8;BVMF;BRBRML3S0674;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS107;200000185896;8;BVMF;BRBRML3S06B0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS11;200000171550;8;BVMF;BRBRML3S05R8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS117;200000181376;8;BVMF;BRBRML3S0682;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS12;200000171582;8;BVMF;BRBRML3S05S6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS13;200000116251;8;BVMF;BRBRML3S05N7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS14;200000157110;8;BVMF;BRBRML3S05Q0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS15;200000171605;8;BVMF;BRBRML3S05W8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS16;200000157109;8;BVMF;BRBRML3S05P2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS17;200000171629;8;BVMF;BRBRML3S05Z1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS40;200000171568;8;BVMF;BRBRML3S0666;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS41;200000116250;8;BVMF;BRBRML3S05M9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS42;200000171616;8;BVMF;BRBRML3S05T4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS43;200000171639;8;BVMF;BRBRML3S05U2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS44;200000171669;8;BVMF;BRBRML3S05V0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS45;200000171703;8;BVMF;BRBRML3S05X6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS46;200000171726;8;BVMF;BRBRML3S05Y4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS65;200000116252;8;BVMF;BRBRML3S05O5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS86;200000194036;8;BVMF;BRBRML3S06C8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS88;200000194020;8;BVMF;BRBRML3S06D6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS9;200000171514;8;BVMF;BRBRML3S0609;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS92;200000171570;8;BVMF;BRBRML3S0617;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS93;200000181377;8;BVMF;BRBRML3S0690;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS94;200000171595;8;BVMF;BRBRML3S0625;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS96;200000171651;8;BVMF;BRBRML3S0633;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLS98;200000171727;8;BVMF;BRBRML3S0641;0.65;0.65;0.65;0.65;0.65;-12.16;1;Electronic (default);65;17.25;100;;;1;65;17.25;;;;;100;;;
2018-06-25;BRMLS99;200000185589;8;BVMF;BRBRML3S06A2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT10;200000184687;8;BVMF;BRBRML3T0624;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT102;200000182105;8;BVMF;BRBRML3T05P0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT11;200000182117;8;BVMF;BRBRML3T05R6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT117;200000191481;8;BVMF;BRBRML3T0699;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT12;200000184647;8;BVMF;BRBRML3T0632;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT13;200000184718;8;BVMF;BRBRML3T0657;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT14;200000184584;8;BVMF;BRBRML3T0673;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT40;200000181653;8;BVMF;BRBRML3T05N5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT41;200000181695;8;BVMF;BRBRML3T05O3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT42;200000185138;8;BVMF;BRBRML3T0640;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT43;200000185250;8;BVMF;BRBRML3T0665;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT44;200000185072;8;BVMF;BRBRML3T0681;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT8;200000183927;8;BVMF;BRBRML3T05Z9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT82;200000184018;8;BVMF;BRBRML3T0608;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT84;200000183969;8;BVMF;BRBRML3T0616;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT86;200000183945;8;BVMF;BRBRML3T05S4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT88;200000183863;8;BVMF;BRBRML3T05T2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT9;200000183471;8;BVMF;BRBRML3T05U0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT92;200000183846;8;BVMF;BRBRML3T05V8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT94;200000183780;8;BVMF;BRBRML3T05W6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT96;200000183743;8;BVMF;BRBRML3T05X4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT97;200000182107;8;BVMF;BRBRML3T05Q8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLT98;200000183727;8;BVMF;BRBRML3T05Y2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU10;200000189624;8;BVMF;BRBRML3U05Q6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU11;200000189656;8;BVMF;BRBRML3U05S2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU115;200000178124;8;BVMF;BRBRML3U05G7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU12;200000189560;8;BVMF;BRBRML3U05T0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU13;200000189583;8;BVMF;BRBRML3U05V6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU14;200000164468;8;BVMF;BRBRML3U05F9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU15;200000189527;8;BVMF;BRBRML3U05Y0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU40;200000189739;8;BVMF;BRBRML3U05R4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU42;200000189700;8;BVMF;BRBRML3U05U8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU43;200000189716;8;BVMF;BRBRML3U05W4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU44;200000189659;8;BVMF;BRBRML3U05X2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU80;200000178071;8;BVMF;BRBRML3U05H5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU84;200000189707;8;BVMF;BRBRML3U05I3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU86;200000189675;8;BVMF;BRBRML3U05J1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU88;200000189653;8;BVMF;BRBRML3U05K9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU9;200000189486;8;BVMF;BRBRML3U05L7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU92;200000189827;8;BVMF;BRBRML3U05M5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU94;200000189786;8;BVMF;BRBRML3U05N3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU96;200000189732;8;BVMF;BRBRML3U05O1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLU98;200000189693;8;BVMF;BRBRML3U05P8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLV105;200000189902;8;BVMF;BRBRML3V0596;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLV127;200000174567;8;BVMF;BRBRML3V0588;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLV85;200000175105;8;BVMF;BRBRML3V0570;;;;;;;;;;;;;1;;;;;;;;;;;
2018-06-25;BRMLW10;200000178389;8;BVMF;BRBRML3W05L3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLW11;200000178391;8;BVMF;BRBRML3W05M1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLW112;200000178385;8;BVMF;BRBRML3W05J7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLW115;200000163142;8;BVMF;BRBRML3W05I9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLW117;200000178387;8;BVMF;BRBRML3W05K5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLW62;200000134687;8;BVMF;BRBRML3W05F5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLW72;200000134831;8;BVMF;BRBRML3W05G3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLW84;200000134842;8;BVMF;BRBRML3W05H1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLX10;200000162962;8;BVMF;BRBRML3X05M9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLX11;200000192356;8;BVMF;BRBRML3X05R8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLX117;200000162961;8;BVMF;BRBRML3X05L1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLX12;200000178610;8;BVMF;BRBRML3X05Q0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLX13;200000178411;8;BVMF;BRBRML3X05P2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLX137;200000162964;8;BVMF;BRBRML3X05N7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRMLX140;200000176372;8;BVMF;BRBRML3X05O5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRPRL78;200000193160;8;BVMF;BRBRPR3L0200;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRPRX78;200000192536;8;BVMF;BRBRPR3X0206;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRG18;200000181344;8;BVMF;BRBRSR6G02X9;;;;;;;;;;;;;0.15;;;;;;;;;;;
2018-06-25;BRSRG187;200000181342;8;BVMF;BRBRSR6G02W1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRH12;200000137187;8;BVMF;BRBRSR6H0363;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRH150;200000186190;8;BVMF;BRBRSR6H03F2;;;;;;;;;;;;;1;;;;;;;;;;;
2018-06-25;BRSRH17;200000137189;8;BVMF;BRBRSR6H0389;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRH183;200000186188;8;BVMF;BRBRSR6H03E5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRH21;200000176925;8;BVMF;BRBRSR6H03B1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRH220;200000176359;8;BVMF;BRBRSR6H0397;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRH228;200000176361;8;BVMF;BRBRSR6H03A3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRH230;200000177216;8;BVMF;BRBRSR6H03D7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRH238;200000176894;8;BVMF;BRBRSR6H03C9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRH64;200000137188;8;BVMF;BRBRSR6H0371;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRL17;200000165092;8;BVMF;BRBRSR6L03P3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRL185;200000169814;8;BVMF;BRBRSR6L03T5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRL197;200000165093;8;BVMF;BRBRSR6L03Q1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRL212;200000169803;8;BVMF;BRBRSR6L03U3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRL235;200000165094;8;BVMF;BRBRSR6L03R9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRL242;200000169789;8;BVMF;BRBRSR6L03S7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRS18;200000181345;8;BVMF;BRBRSR6S02X4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRS187;200000181343;8;BVMF;BRBRSR6S02W6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRT12;200000137190;8;BVMF;BRBRSR6T0369;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRT150;200000186191;8;BVMF;BRBRSR6T03F7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRT17;200000137192;8;BVMF;BRBRSR6T0385;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRT183;200000186189;8;BVMF;BRBRSR6T03E0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRT21;200000176936;8;BVMF;BRBRSR6T03B6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRT220;200000176360;8;BVMF;BRBRSR6T0393;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRT228;200000176362;8;BVMF;BRBRSR6T03A8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRT230;200000177230;8;BVMF;BRBRSR6T03D2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRT238;200000176888;8;BVMF;BRBRSR6T03C4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRT64;200000137191;8;BVMF;BRBRSR6T0377;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRX17;200000165095;8;BVMF;BRBRSR6X03P8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRX185;200000169758;8;BVMF;BRBRSR6X03T0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRX197;200000165096;8;BVMF;BRBRSR6X03Q6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRX212;200000169812;8;BVMF;BRBRSR6X03U8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRX235;200000165097;8;BVMF;BRBRSR6X03R4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BRSRX242;200000169805;8;BVMF;BRBRSR6X03S2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWE252;200000179835;8;BVMF;BRBTOW3E04Q6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWE282;200000179870;8;BVMF;BRBTOW3E04P8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWE337;200000179805;8;BVMF;BRBTOW3E04R4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWG177;200000169945;8;BVMF;BRBTOW3G03W1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWG24;200000169947;8;BVMF;BRBTOW3G03X9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWG255;200000169941;8;BVMF;BRBTOW3G03U5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWG282;200000169943;8;BVMF;BRBTOW3G03V3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWG32;200000177055;8;BVMF;BRBTOW3G03Y7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWQ252;200000179867;8;BVMF;BRBTOW3Q04Q0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWQ282;200000179837;8;BVMF;BRBTOW3Q04P2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWQ337;200000179811;8;BVMF;BRBTOW3Q04R8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWS177;200000169946;8;BVMF;BRBTOW3S03W6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWS24;200000169948;8;BVMF;BRBTOW3S03X4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWS255;200000169942;8;BVMF;BRBTOW3S03U0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWS282;200000169944;8;BVMF;BRBTOW3S03V8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;BTOWS32;200000177056;8;BVMF;BRBTOW3S03Y2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG10;200000172232;8;BVMF;BRCCRO3G07M8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG104;200000186348;8;BVMF;BRCCRO3G07T3;;;;;;;;;;;;;0.4;;;;;;;;;;;
2018-06-25;CCROG105;200000185600;8;BVMF;BRCCRO3G07R7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG11;200000172192;8;BVMF;BRCCRO3G07O4;0.11;0.11;0.11;0.11;0.11;0;1;Electronic (default);110;29.2;1000;;0.11;1;110;29.2;;;;;1000;;;
2018-06-25;CCROG12;200000172208;8;BVMF;BRCCRO3G0770;;;;;;;;;;;;0.02;0.03;;;;;;;;;;;
2018-06-25;CCROG120;200000185602;8;BVMF;BRCCRO3G07S5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG125;200000178418;8;BVMF;BRCCRO3G07Q9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG13;200000172168;8;BVMF;BRCCRO3G0796;;;;;;;;;;;;0.01;;;;;;;;;;;;
2018-06-25;CCROG14;200000172297;8;BVMF;BRCCRO3G07B1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG15;200000172248;8;BVMF;BRCCRO3G07D7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG16;200000172265;8;BVMF;BRCCRO3G07F2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG167;200000156023;8;BVMF;BRCCRO3G0762;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG17;200000172224;8;BVMF;BRCCRO3G07H8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG185;200000156021;8;BVMF;BRCCRO3G0747;;;;;;;;;;;;;1.05;;;;;;;;;;;
2018-06-25;CCROG197;200000156022;8;BVMF;BRCCRO3G0754;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG40;200000172307;8;BVMF;BRCCRO3G07N6;0.26;0.24;0.26;0.25;0.24;4.34;2;Electronic (default);500;132.72;2000;;;2;500;132.72;;;;;2000;;;
2018-06-25;CCROG41;200000172267;8;BVMF;BRCCRO3G07P1;;;;;;;;;;;;0.03;0.12;;;;;;;;;;;
2018-06-25;CCROG42;200000172275;8;BVMF;BRCCRO3G0788;;;;;;;;;;;;;0.25;;;;;;;;;;;
2018-06-25;CCROG43;200000172244;8;BVMF;BRCCRO3G07A3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG44;200000172397;8;BVMF;BRCCRO3G07C9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG45;200000172340;8;BVMF;BRCCRO3G07E5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG46;200000172365;8;BVMF;BRCCRO3G07G0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG92;200000172118;8;BVMF;BRCCRO3G07I6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG94;200000172235;8;BVMF;BRCCRO3G07J4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG96;200000172203;8;BVMF;BRCCRO3G07K2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG98;200000172278;8;BVMF;BRCCRO3G07L0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROG99;200000187256;8;BVMF;BRCCRO3G07U1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH100;200000189278;8;BVMF;BRCCRO3H06W7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH105;200000163237;8;BVMF;BRCCRO3H06A3;0.44;0.44;0.44;0.44;0.44;;1;Electronic (default);440;116.8;1000;;;1;440;116.8;;;;;1000;;;
2018-06-25;CCROH107;200000162982;8;BVMF;BRCCRO3H0696;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH11;200000162742;8;BVMF;BRCCRO3H0654;;;;;;;;;;;;0.25;;;;;;;;;;;;
2018-06-25;CCROH113;200000190435;8;BVMF;BRCCRO3H06Z0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH115;200000189431;8;BVMF;BRCCRO3H06X5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH118;200000189878;8;BVMF;BRCCRO3H06Y3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH12;200000185474;8;BVMF;BRCCRO3H06G0;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH120;200000179587;8;BVMF;BRCCRO3H06F2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH127;200000163239;8;BVMF;BRCCRO3H06B1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH13;200000162937;8;BVMF;BRCCRO3H0662;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH132;200000166129;8;BVMF;BRCCRO3H06D7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH142;200000163200;8;BVMF;BRCCRO3H06C9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH145;200000163092;8;BVMF;BRCCRO3H0688;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH15;200000185270;8;BVMF;BRCCRO3H06J4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH157;200000166131;8;BVMF;BRCCRO3H06E5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH16;200000162938;8;BVMF;BRCCRO3H0670;;;;;;;;;;;;;1;;;;;;;;;;;
2018-06-25;CCROH17;200000185317;8;BVMF;BRCCRO3H06L0;;;;;;;;;;;;0.01;;;;;;;;;;;;
2018-06-25;CCROH18;200000185157;8;BVMF;BRCCRO3H06N6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH19;200000185108;8;BVMF;BRCCRO3H06P1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH43;200000184303;8;BVMF;BRCCRO3H06H8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH44;200000184179;8;BVMF;BRCCRO3H06I6;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH46;200000184254;8;BVMF;BRCCRO3H06K2;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH47;200000184198;8;BVMF;BRCCRO3H06M8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH48;200000184123;8;BVMF;BRCCRO3H06O4;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH67;200000148128;8;BVMF;BRCCRO3H0647;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH88;200000185460;8;BVMF;BRCCRO3H06Q9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH9;200000184025;8;BVMF;BRCCRO3H06R7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH92;200000184529;8;BVMF;BRCCRO3H06S5;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH94;200000184372;8;BVMF;BRCCRO3H06T3;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH96;200000184417;8;BVMF;BRCCRO3H06U1;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROH98;200000184261;8;BVMF;BRCCRO3H06V9;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROI10;200000163238;8;BVMF;BRCCRO3I0604;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROI105;200000164457;8;BVMF;BRCCRO3I0612;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROI106;200000194214;8;BVMF;BRCCRO3I06L8;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROI11;200000190778;8;BVMF;BRCCRO3I06C7;;;;;;;;;;;;;;;;;;;;;;;;
2018-06-25;CCROI12;200000190799;8;BVMF;BRCCRO3I06E3;;;;;;;;;;;;;;;;;;;;;;;;
